locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12859_04103	gene	825	dapF			
573.12859_04103	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
573.12859_04104	gene	225				
573.12859_04104	CDS	225				hypothetical protein
573.12859_04105	gene	321	cyaY			
573.12859_04105	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
573.12859_04106	gene	2631	cyaA			
573.12859_04106	CDS	2631	cyaA	4.6.1.1	COG3072	Adenylate cyclase
573.12859_04107	gene	957	hemC			
573.12859_04107	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
573.12859_04108	gene	741	hemD			
573.12859_04108	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
573.12859_04109	gene	1182	hemX			
573.12859_04109	CDS	1182	hemX		COG2959	Protein HemX
573.12859_04110	gene	1197	hemY			
573.12859_04110	CDS	1197	hemY		COG3071	Protein HemY
573.12859_04111	gene	77				
573.12859_04111	tRNA	77				tRNA-Pro(tgg)
573.12859_04112	gene	87				
573.12859_04112	tRNA	87				tRNA-Leu(cag)
573.12859_04113	gene	76				
573.12859_04113	tRNA	76				tRNA-His(gtg)
573.12859_04114	gene	77				
573.12859_04114	tRNA	77				tRNA-Arg(ccg)
573.12859_04115	gene	1386	yifK			
573.12859_04115	CDS	1386	yifK		COG1113	putative transport protein YifK
573.12859_04116	gene	741	wecG			
573.12859_04116	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
573.12859_04117	gene	1347	wzyE			
573.12859_04117	CDS	1347	wzyE			putative ECA polymerase
573.12859_04118	gene	1077	wecF			
573.12859_04118	CDS	1077	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
573.12859_04119	gene	1251	wzxE			
573.12859_04119	CDS	1251	wzxE		COG2244	Lipid III flippase
573.12859_04120	gene	1131	wecE			
573.12859_04120	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
573.12859_04121	gene	675	wecD			
573.12859_04121	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
573.12859_04122	gene	882	rffH			
573.12859_04122	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
573.12859_04123	gene	1068	rffG			
573.12859_04123	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
573.12859_04124	gene	1263	wecC			
573.12859_04124	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
573.12859_04125	gene	1086	wecB			
573.12859_04125	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
573.12859_04126	gene	1017	wzzE			
573.12859_04126	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
573.12859_04127	gene	1104	wecA			
573.12859_04127	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
573.12859_04128	gene	1260	rho			
573.12859_04128	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
573.12859_04129	gene	330	trxA			
573.12859_04129	CDS	330	trxA		COG0526	Thioredoxin 1
573.12859_04130	gene	1266	rhlB			
573.12859_04130	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
573.12859_04131	gene	1509	gppA			
573.12859_04131	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
573.12859_04132	gene	927	pcpR_2			
573.12859_04132	CDS	927	pcpR_2			PCP degradation transcriptional activation protein
573.12859_04133	gene	999				
573.12859_04133	CDS	999				hypothetical protein
573.12859_04134	gene	723	ydfK_2			
573.12859_04134	CDS	723	ydfK_2		COG1811	putative membrane protein YdfK
573.12859_04135	gene	2022	rep			
573.12859_04135	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
573.12859_04136	gene	282	ppiC_1			
573.12859_04136	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
573.12859_04137	gene	282	ppiC_2			
573.12859_04137	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
573.12859_04138	gene	1476	ilvC			
573.12859_04138	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
573.12859_04139	gene	891	oxyR_4			
573.12859_04139	CDS	891	oxyR_4			Hydrogen peroxide-inducible genes activator
573.12859_04140	gene	1545	ilvA			
573.12859_04140	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
573.12859_04141	gene	1851	ilvD			
573.12859_04141	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
573.12859_04142	gene	930	ilvE			
573.12859_04142	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
573.12859_04143	gene	258	ilvM			
573.12859_04143	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
573.12859_04144	gene	1647	ilvG			
573.12859_04144	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
573.12859_04145	gene	1521	comM			
573.12859_04145	CDS	1521	comM		COG0606	Competence protein ComM
573.12859_04146	gene	339				
573.12859_04146	CDS	339				hypothetical protein
573.12859_04147	gene	822	hdfR_6			
573.12859_04147	CDS	822	hdfR_6			HTH-type transcriptional regulator HdfR
573.12859_04148	gene	76				
573.12859_04148	tRNA	76				tRNA-Trp(cca)
573.12859_04149	gene	603				
573.12859_04149	CDS	603				IS3 family transposase ISKpn1
573.12859_04150	gene	555	pat_2			
573.12859_04150	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
573.12859_04151	gene	1746	dld			
573.12859_04151	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
573.12859_04152	gene	2298				
573.12859_04152	CDS	2298		3.2.1.-		Beta-xylosidase
573.12859_04153	gene	918	yehZ			
573.12859_04153	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
573.12859_04154	gene	1158	yehY			
573.12859_04154	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
573.12859_04155	gene	948	yehX			
573.12859_04155	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
573.12859_04156	gene	738	yehW			
573.12859_04156	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
573.12859_04157	gene	114				
573.12859_04157	CDS	114				hypothetical protein
573.12859_04158	gene	1725	btsS			
573.12859_04158	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
573.12859_04159	gene	720	btsR			
573.12859_04159	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
573.12859_04160	gene	471				
573.12859_04160	CDS	471				hypothetical protein
573.12859_04161	gene	2043	metG			
573.12859_04161	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
573.12859_04162	gene	1110	apbC			
573.12859_04162	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
573.12859_04163	gene	462	yafP_2			
573.12859_04163	CDS	462	yafP_2	2.3.1.-	COG0454	putative N-acetyltransferase YafP
573.12859_04164	gene	318	rcnB			
573.12859_04164	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
573.12859_04165	gene	900	dmlR_16			
573.12859_04165	CDS	900	dmlR_16			HTH-type transcriptional regulator DmlR
573.12859_04166	gene	1344	adeQ			
573.12859_04166	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
573.12859_04167	gene	1812	ade2			
573.12859_04167	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
573.12859_04168	gene	915	oxyR_5			
573.12859_04168	CDS	915	oxyR_5			Hydrogen peroxide-inducible genes activator
573.12859_04169	gene	423				
573.12859_04169	CDS	423				hypothetical protein
573.12859_04170	gene	774	thiM			
573.12859_04170	CDS	774	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
573.12859_04171	gene	801	thiD			
573.12859_04171	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
573.12859_04172	gene	1053	fbaB			
573.12859_04172	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
573.12859_04173	gene	1284	csbX_2			
573.12859_04173	CDS	1284	csbX_2		COG0477	Alpha-ketoglutarate permease
573.12859_04174	gene	1608	araB_2			
573.12859_04174	CDS	1608	araB_2	2.7.1.16	COG1069	Ribulokinase
573.12859_04175	gene	750	rbtD			
573.12859_04175	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
573.12859_04176	gene	1002	purR_2			
573.12859_04176	CDS	1002	purR_2			HTH-type transcriptional repressor PurR
573.12859_04177	gene	942	eryD			
573.12859_04177	CDS	942	eryD		COG2390	Erythritol catabolism regulatory protein EryD
573.12859_04178	gene	1368	mtlK			
573.12859_04178	CDS	1368	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
573.12859_04179	gene	1464	xylB_3			
573.12859_04179	CDS	1464	xylB_3	2.7.1.17	COG1070	Xylulose kinase
573.12859_04180	gene	1278	csbX_3			
573.12859_04180	CDS	1278	csbX_3		COG0477	Alpha-ketoglutarate permease
573.12859_04181	gene	663	hxpB_2			
573.12859_04181	CDS	663	hxpB_2	3.1.3.68	COG0637	Hexitol phosphatase B
573.12859_04182	gene	897	yegS			
573.12859_04182	CDS	897	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
573.12859_04183	gene	1362	rlhA_2			
573.12859_04183	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
573.12859_04184	gene	723	baeR			
573.12859_04184	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
573.12859_04185	gene	1479	baeS			
573.12859_04185	CDS	1479	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
573.12859_04186	gene	1416	mdtD_2			
573.12859_04186	CDS	1416	mdtD_2			Putative multidrug resistance protein MdtD
573.12859_04187	gene	3078	mdtC			
573.12859_04187	CDS	3078	mdtC			Multidrug resistance protein MdtC
573.12859_04188	gene	3123	mdtB			
573.12859_04188	CDS	3123	mdtB			Multidrug resistance protein MdtB
573.12859_04189	gene	1239	mdtA_4			
573.12859_04189	CDS	1239	mdtA_4			Multidrug resistance protein MdtA
573.12859_04190	gene	1275	dctA_2			
573.12859_04190	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
573.12859_04191	gene	612				
573.12859_04191	CDS	612				hypothetical protein
573.12859_04192	gene	141				
573.12859_04192	CDS	141				hypothetical protein
573.12859_04193	gene	702	phoP_2			
573.12859_04193	CDS	702	phoP_2			Virulence transcriptional regulatory protein PhoP
573.12859_04194	gene	1857	sasA_3			
573.12859_04194	CDS	1857	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
573.12859_04195	gene	1353	dnaK_2			
573.12859_04195	CDS	1353	dnaK_2			Chaperone protein DnaK
573.12859_04196	gene	849	alkA			
573.12859_04196	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
573.12859_04197	gene	642	udk			
573.12859_04197	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
573.12859_04198	gene	582	dcd			
573.12859_04198	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
573.12859_04199	gene	1848				
573.12859_04199	CDS	1848				hypothetical protein
573.12859_04200	gene	1584				
573.12859_04200	CDS	1584				hypothetical protein
573.12859_04201	gene	897	galF			
573.12859_04201	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
573.12859_04202	gene	630				
573.12859_04202	CDS	630				hypothetical protein
573.12859_04203	gene	1440				
573.12859_04203	CDS	1440				hypothetical protein
573.12859_04204	gene	1140				
573.12859_04204	CDS	1140				hypothetical protein
573.12859_04205	gene	2169				
573.12859_04205	CDS	2169		2.7.10.-		Putative tyrosine-protein kinase in cps region
573.12859_04206	gene	993	mshA_2			
573.12859_04206	CDS	993	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
573.12859_04207	gene	966				
573.12859_04207	CDS	966				hypothetical protein
573.12859_04208	gene	966				
573.12859_04208	CDS	966				hypothetical protein
573.12859_04209	gene	747				
573.12859_04209	CDS	747				hypothetical protein
573.12859_04210	gene	783				
573.12859_04210	CDS	783				hypothetical protein
573.12859_04211	gene	774	hyi			
573.12859_04211	CDS	774	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
573.12859_04212	gene	1458	stp			
573.12859_04212	CDS	1458	stp			Multidrug resistance protein Stp
573.12859_04213	gene	1500	betA_2			
573.12859_04213	CDS	1500	betA_2	1.2.1.8		Oxygen-dependent choline dehydrogenase
573.12859_04214	gene	1248				
573.12859_04214	CDS	1248				hypothetical protein
573.12859_04215	gene	645	betI_3			
573.12859_04215	CDS	645	betI_3			HTH-type transcriptional regulator BetI
573.12859_04216	gene	1095	luxA_2			
573.12859_04216	CDS	1095	luxA_2	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
573.12859_04217	gene	624	arsH_1			
573.12859_04217	CDS	624	arsH_1	1.6.5.2		NADPH-dependent quinone reductase ArsH
573.12859_04218	gene	2445				
573.12859_04218	CDS	2445				hypothetical protein
573.12859_04219	gene	1311				
573.12859_04219	CDS	1311				hypothetical protein
573.12859_04220	gene	1209				
573.12859_04220	CDS	1209				hypothetical protein
573.12859_04221	gene	792	kynB			
573.12859_04221	CDS	792	kynB	3.5.1.9		Kynurenine formamidase
573.12859_04222	gene	984				
573.12859_04222	CDS	984				hypothetical protein
573.12859_04223	gene	360				
573.12859_04223	CDS	360				hypothetical protein
573.12859_04224	gene	921				
573.12859_04224	CDS	921				hypothetical protein
573.12859_04225	gene	1158				
573.12859_04225	CDS	1158		3.7.1.19		2,6-dihydropseudooxynicotine hydrolase
573.12859_04226	gene	900	nodD2_2			
573.12859_04226	CDS	900	nodD2_2			Nodulation protein D 2
573.12859_04227	gene	1122	hpxO_1			
573.12859_04227	CDS	1122	hpxO_1	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
573.12859_04228	gene	624				
573.12859_04228	CDS	624				hypothetical protein
573.12859_04229	gene	912				
573.12859_04229	CDS	912				hypothetical protein
573.12859_04230	gene	951	gbuA			
573.12859_04230	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
573.12859_04231	gene	864				
573.12859_04231	CDS	864				hypothetical protein
573.12859_04232	gene	1068	vldW_2			
573.12859_04232	CDS	1068	vldW_2	1.14.11.52		Validamycin A dioxygenase
573.12859_04233	gene	804	fliY_5			
573.12859_04233	CDS	804	fliY_5		COG0834	L-cystine-binding protein FliY
573.12859_04234	gene	1521	btuD_7			
573.12859_04234	CDS	1521	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
573.12859_04235	gene	729	cloR			
573.12859_04235	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
573.12859_04236	gene	933	ghrA_1			
573.12859_04236	CDS	933	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
573.12859_04237	gene	795	fabG_9			
573.12859_04237	CDS	795	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
573.12859_04238	gene	621				
573.12859_04238	CDS	621				hypothetical protein
573.12859_04239	gene	762	pheC			
573.12859_04239	CDS	762	pheC			Cyclohexadienyl dehydratase
573.12859_04240	gene	702				
573.12859_04240	CDS	702				hypothetical protein
573.12859_04241	gene	549				
573.12859_04241	CDS	549				hypothetical protein
573.12859_04242	gene	669	yadV_1			
573.12859_04242	CDS	669	yadV_1			putative fimbrial chaperone YadV
573.12859_04243	gene	2538	fimD_2			
573.12859_04243	CDS	2538	fimD_2		COG3188	Outer membrane usher protein FimD
573.12859_04244	gene	1029				
573.12859_04244	CDS	1029				hypothetical protein
573.12859_04245	gene	1095				
573.12859_04245	CDS	1095				hypothetical protein
573.12859_04246	gene	2556	fimD_3			
573.12859_04246	CDS	2556	fimD_3		COG3188	Outer membrane usher protein FimD
573.12859_04247	gene	663	yraI_1			
573.12859_04247	CDS	663	yraI_1			putative fimbrial chaperone YraI
573.12859_04248	gene	582				
573.12859_04248	CDS	582				hypothetical protein
573.12859_04249	gene	1521	adh			
573.12859_04249	CDS	1521	adh	1.2.1.3	COG1012	Aldehyde dehydrogenase
573.12859_04250	gene	1788	acoR			
573.12859_04250	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
573.12859_04251	gene	909	dmlR_17			
573.12859_04251	CDS	909	dmlR_17			HTH-type transcriptional regulator DmlR
573.12859_04252	gene	606	azoR_2			
573.12859_04252	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
573.12859_04253	gene	300	ygaV			
573.12859_04253	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
573.12859_04254	gene	546	ygaP			
573.12859_04254	CDS	546	ygaP		COG0607	Inner membrane protein YgaP
573.12859_04255	gene	903				
573.12859_04255	CDS	903				hypothetical protein
573.12859_04256	gene	180				
573.12859_04256	CDS	180				hypothetical protein
573.12859_04257	gene	402	stpA			
573.12859_04257	CDS	402	stpA		COG2916	DNA-binding protein StpA
573.12859_04258	gene	450	alaE			
573.12859_04258	CDS	450	alaE			L-alanine exporter AlaE
573.12859_04259	gene	363				
573.12859_04259	CDS	363				hypothetical protein
573.12859_04260	gene	348	ygaM			
573.12859_04260	CDS	348	ygaM		COG4575	putative protein YgaM
573.12859_04261	gene	1353	gabR_3			
573.12859_04261	CDS	1353	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
573.12859_04262	gene	432				
573.12859_04262	CDS	432				hypothetical protein
573.12859_04263	gene	246	nrdH			
573.12859_04263	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
573.12859_04264	gene	411	nrdI			
573.12859_04264	CDS	411	nrdI		COG1780	Protein NrdI
573.12859_04265	gene	2142	nrdE			
573.12859_04265	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
573.12859_04266	gene	963	nrdF			
573.12859_04266	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
573.12859_04267	gene	1203	proV			
573.12859_04267	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
573.12859_04268	gene	1068	proW			
573.12859_04268	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
573.12859_04269	gene	999	proX			
573.12859_04269	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
573.12859_04270	gene	747	ygaZ_1			
573.12859_04270	CDS	747	ygaZ_1		COG1296	Inner membrane protein YgaZ
573.12859_04271	gene	336				
573.12859_04271	CDS	336				hypothetical protein
573.12859_04272	gene	531	mprA			
573.12859_04272	CDS	531	mprA		COG1846	Transcriptional repressor MprA
573.12859_04273	gene	1173	emrA_3			
573.12859_04273	CDS	1173	emrA_3		COG1566	Multidrug export protein EmrA
573.12859_04274	gene	1539	emrB_2			
573.12859_04274	CDS	1539	emrB_2			Multidrug export protein EmrB
573.12859_04275	gene	1677	leuA_2			
573.12859_04275	CDS	1677	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
573.12859_04276	gene	768	nimR_5			
573.12859_04276	CDS	768	nimR_5			HTH-type transcriptional regulator NimR
573.12859_04277	gene	516	luxS			
573.12859_04277	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
573.12859_04278	gene	1557	gshA			
573.12859_04278	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
573.12859_04279	gene	429	yqaA			
573.12859_04279	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
573.12859_04280	gene	567	yqaB			
573.12859_04280	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
573.12859_04281	gene	315				
573.12859_04281	CDS	315				hypothetical protein
573.12859_04282	gene	77				
573.12859_04282	tRNA	77				tRNA-Arg(acg)
573.12859_04283	gene	951	tal_2			
573.12859_04283	CDS	951	tal_2	2.2.1.2		Transaldolase
573.12859_04284	gene	459	derI			
573.12859_04284	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
573.12859_04285	gene	375	srlB_2			
573.12859_04285	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
573.12859_04286	gene	1020	kdgT			
573.12859_04286	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
573.12859_04287	gene	1719				
573.12859_04287	CDS	1719				hypothetical protein
573.12859_04288	gene	1008	pdxA2_1			
573.12859_04288	CDS	1008	pdxA2_1	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
573.12859_04289	gene	798	eryH			
573.12859_04289	CDS	798	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
573.12859_04290	gene	963	sorC_2			
573.12859_04290	CDS	963	sorC_2		COG2390	Sorbitol operon regulator
573.12859_04291	gene	345				
573.12859_04291	CDS	345				hypothetical protein
573.12859_04292	gene	831	cobB			
573.12859_04292	CDS	831	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
573.12859_04293	gene	912	nagK			
573.12859_04293	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
573.12859_04294	gene	1245	lolE			
573.12859_04294	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
573.12859_04295	gene	702	lolD			
573.12859_04295	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
573.12859_04296	gene	1200	lolC			
573.12859_04296	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
573.12859_04297	gene	3447	mfd			
573.12859_04297	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
573.12859_04298	gene	960	ycfS			
573.12859_04298	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
573.12859_04299	gene	258	bhsA_2			
573.12859_04299	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
573.12859_04300	gene	636	comR			
573.12859_04300	CDS	636	comR			HTH-type transcriptional repressor ComR
573.12859_04301	gene	2190	iutA			
573.12859_04301	CDS	2190	iutA			Ferric aerobactin receptor
573.12859_04302	gene	540				
573.12859_04302	CDS	540				hypothetical protein
573.12859_04303	gene	1305	ndh			
573.12859_04303	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
573.12859_04304	gene	543				
573.12859_04304	CDS	543				hypothetical protein
573.12859_04305	gene	1023	nagZ			
573.12859_04305	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
573.12859_04306	gene	828	thiK			
573.12859_04306	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
573.12859_04307	gene	648	lpoB			
573.12859_04307	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
573.12859_04308	gene	375				
573.12859_04308	CDS	375				hypothetical protein
573.12859_04309	gene	357	hinT			
573.12859_04309	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
573.12859_04310	gene	1434	ptsG			
573.12859_04310	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
573.12859_04311	gene	795	ycfH			
573.12859_04311	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
573.12859_04312	gene	1005	holB			
573.12859_04312	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
573.12859_04313	gene	642	tmk			
573.12859_04313	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
573.12859_04314	gene	1023	mltG			
573.12859_04314	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
573.12859_04315	gene	810	pabC			
573.12859_04315	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
573.12859_04316	gene	1242	fabF_2			
573.12859_04316	CDS	1242	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
573.12859_04317	gene	237	acpP			
573.12859_04317	CDS	237	acpP			Acyl carrier protein
573.12859_04318	gene	735	fabG_10			
573.12859_04318	CDS	735	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
573.12859_04319	gene	930	fabD_2			
573.12859_04319	CDS	930	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
573.12859_04320	gene	954	fabH			
573.12859_04320	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
573.12859_04321	gene	1161	plsX			
573.12859_04321	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
573.12859_04322	gene	174	rpmF			
573.12859_04322	CDS	174	rpmF		COG0333	50S ribosomal protein L32
573.12859_04323	gene	522	yceD			
573.12859_04323	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
573.12859_04324	gene	585	yceF			
573.12859_04324	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
573.12859_04325	gene	996	rluC			
573.12859_04325	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
573.12859_04326	gene	3234	rne			
573.12859_04326	CDS	3234	rne	3.1.26.12	COG1530	Ribonuclease E
573.12859_04327	gene	936	dmlR_18			
573.12859_04327	CDS	936	dmlR_18			HTH-type transcriptional regulator DmlR
573.12859_04328	gene	1215	sotB_2			
573.12859_04328	CDS	1215	sotB_2			sugar efflux transporter
573.12859_04329	gene	1536	murJ			
573.12859_04329	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
573.12859_04330	gene	924	yceM			
573.12859_04330	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
573.12859_04331	gene	654				
573.12859_04331	CDS	654				hypothetical protein
573.12859_04332	gene	624	rimJ			
573.12859_04332	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
573.12859_04333	gene	1209	mdtH_2			
573.12859_04333	CDS	1209	mdtH_2			Multidrug resistance protein MdtH
573.12859_04334	gene	561	yceB			
573.12859_04334	CDS	561	yceB			putative lipoprotein YceB
573.12859_04335	gene	1047	pyrC			
573.12859_04335	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
573.12859_04336	gene	252	dinI			
573.12859_04336	CDS	252	dinI			DNA damage-inducible protein I
573.12859_04337	gene	255	bssS			
573.12859_04337	CDS	255	bssS			Biofilm regulator BssS
573.12859_04338	gene	1119	solA			
573.12859_04338	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
573.12859_04339	gene	114	yceO			
573.12859_04339	CDS	114	yceO			putative protein YceO
573.12859_04340	gene	1065				
573.12859_04340	CDS	1065				hypothetical protein
573.12859_04341	gene	921	lpxL_1			
573.12859_04341	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
573.12859_04342	gene	1227	sbnD_2			
573.12859_04342	CDS	1227	sbnD_2			Staphyloferrin B transporter
573.12859_04343	gene	387				
573.12859_04343	CDS	387				hypothetical protein
573.12859_04344	gene	228				
573.12859_04344	CDS	228				hypothetical protein
573.12859_04345	gene	2529	mdoH			
