locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12862_04561	gene	864	oppD_2			
573.12862_04561	CDS	864	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
573.12862_04562	gene	774	oppF_3			
573.12862_04562	CDS	774	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
573.12862_04563	gene	897	yegS			
573.12862_04563	CDS	897	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
573.12862_04564	gene	1362	rlhA_2			
573.12862_04564	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
573.12862_04565	gene	723	baeR			
573.12862_04565	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
573.12862_04566	gene	1479	baeS			
573.12862_04566	CDS	1479	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
573.12862_04567	gene	1416	mdtD			
573.12862_04567	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
573.12862_04568	gene	3078	mdtC			
573.12862_04568	CDS	3078	mdtC			Multidrug resistance protein MdtC
573.12862_04569	gene	3123	mdtB			
573.12862_04569	CDS	3123	mdtB			Multidrug resistance protein MdtB
573.12862_04570	gene	1239	mdtA_2			
573.12862_04570	CDS	1239	mdtA_2			Multidrug resistance protein MdtA
573.12862_04571	gene	1275	dctA_2			
573.12862_04571	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
573.12862_04572	gene	612				
573.12862_04572	CDS	612				hypothetical protein
573.12862_04573	gene	141				
573.12862_04573	CDS	141				hypothetical protein
573.12862_04574	gene	702	phoP_3			
573.12862_04574	CDS	702	phoP_3			Virulence transcriptional regulatory protein PhoP
573.12862_04575	gene	1857	sasA_3			
573.12862_04575	CDS	1857	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
573.12862_04576	gene	1353	dnaK_2			
573.12862_04576	CDS	1353	dnaK_2			Chaperone protein DnaK
573.12862_04577	gene	849	alkA			
573.12862_04577	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
573.12862_04578	gene	642	udk			
573.12862_04578	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
573.12862_04579	gene	582	dcd			
573.12862_04579	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
573.12862_04580	gene	1848				
573.12862_04580	CDS	1848				hypothetical protein
573.12862_04581	gene	1584				
573.12862_04581	CDS	1584				hypothetical protein
573.12862_04582	gene	897	galF			
573.12862_04582	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
573.12862_04583	gene	621				
573.12862_04583	CDS	621				hypothetical protein
573.12862_04584	gene	885	pgrR_8			
573.12862_04584	CDS	885	pgrR_8			HTH-type transcriptional regulator PgrR
573.12862_04585	gene	1059				
573.12862_04585	CDS	1059			COG1073	putative protein
573.12862_04586	gene	1203	nepI_3			
573.12862_04586	CDS	1203	nepI_3		COG2814	Purine ribonucleoside efflux pump NepI
573.12862_04587	gene	870	ytbE			
573.12862_04587	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
573.12862_04588	gene	291				
573.12862_04588	CDS	291				hypothetical protein
573.12862_04589	gene	189				
573.12862_04589	CDS	189				hypothetical protein
573.12862_04590	gene	915	pgrR_9			
573.12862_04590	CDS	915	pgrR_9			HTH-type transcriptional regulator PgrR
573.12862_04591	gene	762	fabG_11			
573.12862_04591	CDS	762	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
573.12862_04592	gene	1533				
573.12862_04592	CDS	1533				hypothetical protein
573.12862_04593	gene	489				
573.12862_04593	CDS	489				hypothetical protein
573.12862_04594	gene	1182	intA_3			
573.12862_04594	CDS	1182	intA_3		COG0582	Prophage integrase IntA
573.12862_04595	gene	192				
573.12862_04595	CDS	192				hypothetical protein
573.12862_04596	gene	147				
573.12862_04596	CDS	147				hypothetical protein
573.12862_04597	gene	480				
573.12862_04597	CDS	480				hypothetical protein
573.12862_04598	gene	213				
573.12862_04598	CDS	213				hypothetical protein
573.12862_04599	gene	225				
573.12862_04599	CDS	225				hypothetical protein
573.12862_04600	gene	708				
573.12862_04600	CDS	708				hypothetical protein
573.12862_04601	gene	579				
573.12862_04601	CDS	579				hypothetical protein
573.12862_04602	gene	828				
573.12862_04602	CDS	828				hypothetical protein
573.12862_04603	gene	195				
573.12862_04603	CDS	195				hypothetical protein
573.12862_04604	gene	426				
573.12862_04604	CDS	426				hypothetical protein
573.12862_04605	gene	219				
573.12862_04605	CDS	219				hypothetical protein
573.12862_04606	gene	255				
573.12862_04606	CDS	255				hypothetical protein
573.12862_04607	gene	189				
573.12862_04607	CDS	189				hypothetical protein
573.12862_04608	gene	669				
573.12862_04608	CDS	669			COG1974	putative HTH-type transcriptional regulator
573.12862_04609	gene	222				
573.12862_04609	CDS	222				hypothetical protein
573.12862_04610	gene	1659				
573.12862_04610	CDS	1659				hypothetical protein
573.12862_04611	gene	963				
573.12862_04611	CDS	963				hypothetical protein
573.12862_04612	gene	477				
573.12862_04612	CDS	477				hypothetical protein
573.12862_04613	gene	783				
573.12862_04613	CDS	783				hypothetical protein
573.12862_04614	gene	249				
573.12862_04614	CDS	249				hypothetical protein
573.12862_04615	gene	531	rrrD_2			
573.12862_04615	CDS	531	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
573.12862_04616	gene	324				
573.12862_04616	CDS	324				hypothetical protein
573.12862_04617	gene	357				
573.12862_04617	CDS	357				hypothetical protein
573.12862_04618	gene	753				
573.12862_04618	CDS	753				hypothetical protein
573.12862_04619	gene	1401				
573.12862_04619	CDS	1401			COG1783	putative protein
573.12862_04620	gene	1452				
573.12862_04620	CDS	1452				hypothetical protein
573.12862_04621	gene	1203				
573.12862_04621	CDS	1203				hypothetical protein
573.12862_04622	gene	495				
573.12862_04622	CDS	495				hypothetical protein
573.12862_04623	gene	942				
573.12862_04623	CDS	942				hypothetical protein
573.12862_04624	gene	282				
573.12862_04624	CDS	282				hypothetical protein
573.12862_04625	gene	420				
573.12862_04625	CDS	420				hypothetical protein
573.12862_04626	gene	507				
573.12862_04626	CDS	507				hypothetical protein
573.12862_04627	gene	387				
573.12862_04627	CDS	387				hypothetical protein
573.12862_04628	gene	441				
573.12862_04628	CDS	441				hypothetical protein
573.12862_04629	gene	1146				
573.12862_04629	CDS	1146				hypothetical protein
573.12862_04630	gene	357	umuD_1			
573.12862_04630	CDS	357	umuD_1	3.4.21.-	COG1974	Protein UmuD
573.12862_04631	gene	240				
573.12862_04631	CDS	240				hypothetical protein
573.12862_04632	gene	663	bin3			
573.12862_04632	CDS	663	bin3			Putative transposon Tn552 DNA-invertase bin3
573.12862_04633	gene	663				
573.12862_04633	CDS	663				hypothetical protein
573.12862_04634	gene	285				
573.12862_04634	CDS	285				hypothetical protein
573.12862_04635	gene	312				
573.12862_04635	CDS	312				hypothetical protein
573.12862_04636	gene	285				
573.12862_04636	CDS	285				hypothetical protein
573.12862_04637	gene	354				
573.12862_04637	CDS	354				hypothetical protein
573.12862_04638	gene	444				
573.12862_04638	CDS	444				hypothetical protein
573.12862_04639	gene	873	pir			
573.12862_04639	CDS	873	pir			PI protein
573.12862_04640	gene	516	dnaJ_2			
573.12862_04640	CDS	516	dnaJ_2			Chaperone protein DnaJ
573.12862_04641	gene	237				
573.12862_04641	CDS	237				hypothetical protein
573.12862_04642	gene	552				
573.12862_04642	CDS	552				hypothetical protein
573.12862_04643	gene	270				
573.12862_04643	CDS	270				hypothetical protein
573.12862_04644	gene	243				
573.12862_04644	CDS	243				hypothetical protein
573.12862_04645	gene	339				
573.12862_04645	CDS	339				hypothetical protein
573.12862_04646	gene	165				
573.12862_04646	CDS	165				hypothetical protein
573.12862_04647	gene	258				
573.12862_04647	CDS	258				hypothetical protein
573.12862_04648	gene	207				
573.12862_04648	CDS	207				hypothetical protein
573.12862_04649	gene	1161				
573.12862_04649	CDS	1161				hypothetical protein
573.12862_04650	gene	651	rfaH_2			
573.12862_04650	CDS	651	rfaH_2			Transcription antitermination protein RfaH
573.12862_04651	gene	237				
573.12862_04651	CDS	237				hypothetical protein
573.12862_04652	gene	645				
573.12862_04652	CDS	645				hypothetical protein
573.12862_04653	gene	291				
573.12862_04653	CDS	291				hypothetical protein
573.12862_04654	gene	2754	virB4			
573.12862_04654	CDS	2754	virB4			Type IV secretion system protein virB4
573.12862_04655	gene	771				
573.12862_04655	CDS	771				hypothetical protein
573.12862_04656	gene	1056				
573.12862_04656	CDS	1056				hypothetical protein
573.12862_04657	gene	729	virB8			
573.12862_04657	CDS	729	virB8			Type IV secretion system protein virB8
573.12862_04658	gene	930	virB9			
573.12862_04658	CDS	930	virB9			Type IV secretion system protein virB9
573.12862_04659	gene	1215				
573.12862_04659	CDS	1215				hypothetical protein
573.12862_04660	gene	1035	ptlH			
573.12862_04660	CDS	1035	ptlH		COG0630	Type IV secretion system protein PtlH
573.12862_04661	gene	1836	virD4			
573.12862_04661	CDS	1836	virD4			Protein VirD4
573.12862_04662	gene	513	yhcR			
573.12862_04662	CDS	513	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
573.12862_04663	gene	1263	mpa			
573.12862_04663	CDS	1263	mpa			Proteasome-associated ATPase
573.12862_04664	gene	2328	topB_2			
573.12862_04664	CDS	2328	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
573.12862_04665	gene	456	hns_3			
573.12862_04665	CDS	456	hns_3			DNA-binding protein H-NS
573.12862_04666	gene	651				
573.12862_04666	CDS	651				hypothetical protein
573.12862_04667	gene	822				
573.12862_04667	CDS	822				hypothetical protein
573.12862_04668	gene	255				
573.12862_04668	CDS	255				hypothetical protein
573.12862_04669	gene	276				
573.12862_04669	CDS	276				hypothetical protein
573.12862_04670	gene	279				
573.12862_04670	CDS	279				hypothetical protein
573.12862_04671	gene	147				
573.12862_04671	CDS	147				hypothetical protein
573.12862_04672	gene	96				
573.12862_04672	CDS	96				hypothetical protein
573.12862_04673	gene	204				
573.12862_04673	CDS	204				hypothetical protein
573.12862_04674	gene	1590	purH			
573.12862_04674	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
573.12862_04675	gene	1296	purD			
573.12862_04675	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
573.12862_04676	gene	1332	zraR			
573.12862_04676	CDS	1332	zraR		COG2204	Transcriptional regulatory protein ZraR
573.12862_04677	gene	1395	zraS			
573.12862_04677	CDS	1395	zraS	2.7.13.3		Sensor protein ZraS
573.12862_04678	gene	438	zraP			
573.12862_04678	CDS	438	zraP		COG3678	Zinc resistance-associated protein
573.12862_04679	gene	696				
573.12862_04679	CDS	696				hypothetical protein
573.12862_04680	gene	273	hupA			
573.12862_04680	CDS	273	hupA			DNA-binding protein HU-alpha
573.12862_04681	gene	591				
573.12862_04681	CDS	591			COG3068	putative protein
573.12862_04682	gene	672	nfi			
573.12862_04682	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
573.12862_04683	gene	1065	hemE			
573.12862_04683	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
573.12862_04684	gene	774	nudC			
573.12862_04684	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
573.12862_04685	gene	498	rsd			
573.12862_04685	CDS	498	rsd		COG3160	Regulator of sigma D
573.12862_04686	gene	1896	thiC			
573.12862_04686	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
573.12862_04687	gene	636	thiE			
573.12862_04687	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
573.12862_04688	gene	756	thiF			
573.12862_04688	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
573.12862_04689	gene	201	thiS			
573.12862_04689	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
573.12862_04690	gene	771	thiG			
573.12862_04690	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
573.12862_04691	gene	1134	thiH			
573.12862_04691	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
573.12862_04692	gene	1533				
573.12862_04692	CDS	1533				hypothetical protein
573.12862_04693	gene	306	celA_3			
573.12862_04693	CDS	306	celA_3	2.7.1.205		PTS system cellobiose-specific EIIB component
573.12862_04694	gene	318	chbA_4			
573.12862_04694	CDS	318	chbA_4		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
573.12862_04695	gene	1341	dcuB			
573.12862_04695	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
573.12862_04696	gene	4224	rpoC			
573.12862_04696	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
573.12862_04697	gene	4029	rpoB			
573.12862_04697	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
573.12862_04698	gene	366	rplL			
573.12862_04698	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
573.12862_04699	gene	498	rplJ			
573.12862_04699	CDS	498	rplJ		COG0244	50S ribosomal protein L10
573.12862_04700	gene	705	rplA			
573.12862_04700	CDS	705	rplA		COG0081	50S ribosomal protein L1
573.12862_04701	gene	429	rplK			
573.12862_04701	CDS	429	rplK		COG0080	50S ribosomal protein L11
573.12862_04702	gene	546	nusG			
573.12862_04702	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
573.12862_04703	gene	384	secE			
573.12862_04703	CDS	384	secE		COG0690	Protein translocase subunit SecE
573.12862_04704	gene	552	ydjA			
573.12862_04704	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
573.12862_04705	gene	1854	sppA			
573.12862_04705	CDS	1854	sppA	3.4.21.-	COG0616	Protease 4
573.12862_04706	gene	1020	ansA			
573.12862_04706	CDS	1020	ansA	3.5.1.1	COG0252	L-asparaginase 1
573.12862_04707	gene	642	pncA			
573.12862_04707	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
573.12862_04708	gene	1359	ydjE_2			
573.12862_04708	CDS	1359	ydjE_2			Inner membrane metabolite transport protein YdjE
573.12862_04709	gene	759	ydjF_2			
573.12862_04709	CDS	759	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
573.12862_04710	gene	984	ydjG			
573.12862_04710	CDS	984	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
573.12862_04711	gene	948	ydjH_2			
573.12862_04711	CDS	948	ydjH_2	2.7.1.-	COG0524	putative sugar kinase YdjH
573.12862_04712	gene	837	ydjI			
573.12862_04712	CDS	837	ydjI		COG0191	putative protein YdjI
573.12862_04713	gene	1044	ydjJ			
573.12862_04713	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
573.12862_04714	gene	1380	ydjE_3			
573.12862_04714	CDS	1380	ydjE_3			Inner membrane metabolite transport protein YdjE
573.12862_04715	gene	1077				
573.12862_04715	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
573.12862_04716	gene	1254	chiA1			
573.12862_04716	CDS	1254	chiA1	3.2.1.14		Chitinase A1
573.12862_04717	gene	345				
573.12862_04717	CDS	345				hypothetical protein
573.12862_04718	gene	279				
573.12862_04718	CDS	279				hypothetical protein
573.12862_04719	gene	414	msrB			
573.12862_04719	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
573.12862_04720	gene	996	gapA			
573.12862_04720	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
573.12862_04721	gene	885	yeaD			
573.12862_04721	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
573.12862_04722	gene	855				
573.12862_04722	CDS	855				hypothetical protein
573.12862_04723	gene	747	mipA			
573.12862_04723	CDS	747	mipA		COG3713	MltA-interacting protein
573.12862_04724	gene	1935				
573.12862_04724	CDS	1935				hypothetical protein
573.12862_04725	gene	1284				
573.12862_04725	CDS	1284				hypothetical protein
573.12862_04726	gene	564				
573.12862_04726	CDS	564				hypothetical protein
573.12862_04727	gene	483	gpx1			
573.12862_04727	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
573.12862_04728	gene	312				
573.12862_04728	CDS	312				hypothetical protein
573.12862_04729	gene	882	dmlR_20			
573.12862_04729	CDS	882	dmlR_20			HTH-type transcriptional regulator DmlR
573.12862_04730	gene	1218	sotB_3			
573.12862_04730	CDS	1218	sotB_3			Sugar efflux transporter B
573.12862_04731	gene	750	butA			
573.12862_04731	CDS	750	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
573.12862_04732	gene	906	pgrR_10			
573.12862_04732	CDS	906	pgrR_10			HTH-type transcriptional regulator PgrR
573.12862_04733	gene	1266	umuC_1			
573.12862_04733	CDS	1266	umuC_1		COG0389	Protein UmuC
573.12862_04734	gene	420	umuD_2			
573.12862_04734	CDS	420	umuD_2	3.4.21.-	COG1974	Protein UmuD
573.12862_04735	gene	2103	fusA_2			
573.12862_04735	CDS	2103	fusA_2		COG0480	Elongation factor G
573.12862_04736	gene	312				
573.12862_04736	CDS	312				hypothetical protein
573.12862_04737	gene	1359	plaP			
573.12862_04737	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
573.12862_04738	gene	891	yhaJ_3			
573.12862_04738	CDS	891	yhaJ_3			HTH-type transcriptional regulator YhaJ
573.12862_04739	gene	825	yeeZ			
573.12862_04739	CDS	825	yeeZ		COG0451	Protein YeeZ
573.12862_04740	gene	900	hisG			
573.12862_04740	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
573.12862_04741	gene	1305	hisD			
573.12862_04741	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
573.12862_04742	gene	1062	hisC			
573.12862_04742	CDS	1062	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
573.12862_04743	gene	1068	hisB			
573.12862_04743	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
573.12862_04744	gene	591	hisH			
573.12862_04744	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
573.12862_04745	gene	738	hisA			
573.12862_04745	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
573.12862_04746	gene	777	hisF			
573.12862_04746	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
573.12862_04747	gene	600	hisI			
573.12862_04747	CDS	600	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
573.12862_04748	gene	378				
573.12862_04748	CDS	378				hypothetical protein
573.12862_04749	gene	981	ykoT			
573.12862_04749	CDS	981	ykoT	2.4.-.-		putative glycosyltransferase YkoT
573.12862_04750	gene	1461				
573.12862_04750	CDS	1461				hypothetical protein
573.12862_04751	gene	1209				
573.12862_04751	CDS	1209				hypothetical protein
573.12862_04752	gene	1131	pglA			
573.12862_04752	CDS	1131	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
573.12862_04753	gene	894				
573.12862_04753	CDS	894				hypothetical protein
573.12862_04754	gene	1155	rfbD			
573.12862_04754	CDS	1155	rfbD	5.4.99.9		UDP-galactopyranose mutase
573.12862_04755	gene	1896				
573.12862_04755	CDS	1896				hypothetical protein
573.12862_04756	gene	741	tagH			
573.12862_04756	CDS	741	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
573.12862_04757	gene	768	tagG			
573.12862_04757	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
573.12862_04758	gene	1005	wbgU			
573.12862_04758	CDS	1005	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
573.12862_04759	gene	1167	ugd			
573.12862_04759	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
573.12862_04760	gene	555	yrdA_2			
573.12862_04760	CDS	555	yrdA_2		COG0663	Protein YrdA
573.12862_04761	gene	258				
573.12862_04761	CDS	258				hypothetical protein
573.12862_04762	gene	819	aroE_2			
573.12862_04762	CDS	819	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
573.12862_04763	gene	573	tsaC			
573.12862_04763	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
573.12862_04764	gene	543	topA_2			
573.12862_04764	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
573.12862_04765	gene	474	smg			
573.12862_04765	CDS	474	smg			Protein Smg
573.12862_04766	gene	1125				
573.12862_04766	CDS	1125				hypothetical protein
573.12862_04767	gene	510	def			
573.12862_04767	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
573.12862_04768	gene	948	fmt			
573.12862_04768	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
573.12862_04769	gene	1296	rsmB			
573.12862_04769	CDS	1296	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
573.12862_04770	gene	1377	trkA			
573.12862_04770	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
573.12862_04771	gene	414	mscL			
573.12862_04771	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
573.12862_04772	gene	279				
573.12862_04772	CDS	279				hypothetical protein
573.12862_04773	gene	426	zntR			
573.12862_04773	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
573.12862_04774	gene	369				
573.12862_04774	CDS	369				hypothetical protein
573.12862_04775	gene	387	rplQ			
573.12862_04775	CDS	387	rplQ		COG0203	50S ribosomal protein L17
573.12862_04776	gene	990	rpoA			
573.12862_04776	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
573.12862_04777	gene	621	rpsD			
573.12862_04777	CDS	621	rpsD		COG0522	30S ribosomal protein S4
573.12862_04778	gene	357	rpsM			
573.12862_04778	CDS	357	rpsM		COG0099	30S ribosomal protein S13
573.12862_04779	gene	1332	secY			
573.12862_04779	CDS	1332	secY		COG0201	Protein translocase subunit SecY
573.12862_04780	gene	435	rplO			
573.12862_04780	CDS	435	rplO		COG0200	50S ribosomal protein L15
573.12862_04781	gene	180	rpmD			
573.12862_04781	CDS	180	rpmD		COG1841	50S ribosomal protein L30
573.12862_04782	gene	504	rpsE			
573.12862_04782	CDS	504	rpsE		COG0098	30S ribosomal protein S5
573.12862_04783	gene	354	rplR			
573.12862_04783	CDS	354	rplR		COG0256	50S ribosomal protein L18
573.12862_04784	gene	534	rplF			
573.12862_04784	CDS	534	rplF		COG0097	50S ribosomal protein L6
573.12862_04785	gene	393	rpsH			
573.12862_04785	CDS	393	rpsH		COG0096	30S ribosomal protein S8
573.12862_04786	gene	306	rpsN			
573.12862_04786	CDS	306	rpsN		COG0199	30S ribosomal protein S14
573.12862_04787	gene	540	rplE			
573.12862_04787	CDS	540	rplE		COG0094	50S ribosomal protein L5
573.12862_04788	gene	315	rplX			
573.12862_04788	CDS	315	rplX		COG0198	50S ribosomal protein L24
573.12862_04789	gene	372	rplN			
573.12862_04789	CDS	372	rplN		COG0093	50S ribosomal protein L14
573.12862_04790	gene	255	rpsQ			
573.12862_04790	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
573.12862_04791	gene	192	rpmC			
573.12862_04791	CDS	192	rpmC		COG0255	50S ribosomal protein L29
573.12862_04792	gene	411	rplP			
573.12862_04792	CDS	411	rplP		COG0197	50S ribosomal protein L16
573.12862_04793	gene	699	rpsC			
573.12862_04793	CDS	699	rpsC		COG0092	30S ribosomal protein S3
573.12862_04794	gene	333	rplV			
573.12862_04794	CDS	333	rplV		COG0091	50S ribosomal protein L22
573.12862_04795	gene	279	rpsS			
573.12862_04795	CDS	279	rpsS		COG0185	30S ribosomal protein S19
573.12862_04796	gene	822	rplB			
573.12862_04796	CDS	822	rplB		COG0090	50S ribosomal protein L2
573.12862_04797	gene	303	rplW			
573.12862_04797	CDS	303	rplW		COG0089	50S ribosomal protein L23
573.12862_04798	gene	606	rplD			
573.12862_04798	CDS	606	rplD		COG0088	50S ribosomal protein L4
573.12862_04799	gene	630	rplC			
573.12862_04799	CDS	630	rplC		COG0087	50S ribosomal protein L3
573.12862_04800	gene	312	rpsJ			
573.12862_04800	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
573.12862_04801	gene	522				
573.12862_04801	CDS	522				hypothetical protein
573.12862_04802	gene	477	bfr			
573.12862_04802	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
573.12862_04803	gene	195	bfd			
573.12862_04803	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
573.12862_04804	gene	108				
573.12862_04804	CDS	108				hypothetical protein
573.12862_04805	gene	600				
573.12862_04805	CDS	600				hypothetical protein
573.12862_04806	gene	909				
573.12862_04806	CDS	909				hypothetical protein
573.12862_04807	gene	363				
573.12862_04807	CDS	363				hypothetical protein
573.12862_04808	gene	573				
573.12862_04808	CDS	573				hypothetical protein
573.12862_04809	gene	693				
573.12862_04809	CDS	693				hypothetical protein
573.12862_04810	gene	447				
573.12862_04810	CDS	447				hypothetical protein
573.12862_04811	gene	432				
573.12862_04811	CDS	432				hypothetical protein
573.12862_04812	gene	291				
573.12862_04812	CDS	291				hypothetical protein
573.12862_04813	gene	384				
573.12862_04813	CDS	384				hypothetical protein
573.12862_04814	gene	510				
573.12862_04814	CDS	510				hypothetical protein
573.12862_04815	gene	216				
573.12862_04815	CDS	216				hypothetical protein
573.12862_04816	gene	204				
573.12862_04816	CDS	204				hypothetical protein
573.12862_04817	gene	465				
573.12862_04817	CDS	465				hypothetical protein
573.12862_04818	gene	651				
573.12862_04818	CDS	651				hypothetical protein
573.12862_04819	gene	1059				
573.12862_04819	CDS	1059				hypothetical protein
573.12862_04820	gene	834				
573.12862_04820	CDS	834				hypothetical protein
573.12862_04821	gene	1767				
573.12862_04821	CDS	1767				hypothetical protein
573.12862_04822	gene	1026				
573.12862_04822	CDS	1026				hypothetical protein
573.12862_04823	gene	1743				
573.12862_04823	CDS	1743				hypothetical protein
573.12862_04824	gene	678				
573.12862_04824	CDS	678				hypothetical protein
573.12862_04825	gene	234				
573.12862_04825	CDS	234				hypothetical protein
573.12862_04826	gene	189				
573.12862_04826	CDS	189				hypothetical protein
573.12862_04827	gene	2415				
573.12862_04827	CDS	2415				hypothetical protein
573.12862_04828	gene	858	dam_2			
573.12862_04828	CDS	858	dam_2	2.1.1.72	COG0338	DNA adenine methylase
573.12862_04829	gene	228	ybiI_2			
573.12862_04829	CDS	228	ybiI_2		COG1734	putative protein YbiI
573.12862_04830	gene	234				
573.12862_04830	CDS	234				hypothetical protein
573.12862_04831	gene	342				
573.12862_04831	CDS	342				hypothetical protein
573.12862_04832	gene	201				
573.12862_04832	CDS	201				hypothetical protein
573.12862_04833	gene	222				
573.12862_04833	CDS	222				hypothetical protein
573.12862_04834	gene	936				
573.12862_04834	CDS	936				hypothetical protein
573.12862_04835	gene	945				
573.12862_04835	CDS	945				hypothetical protein
573.12862_04836	gene	495				
573.12862_04836	CDS	495				hypothetical protein
573.12862_04837	gene	687	fimC_2			
573.12862_04837	CDS	687	fimC_2			Chaperone protein FimC
573.12862_04838	gene	2544	elfC			
573.12862_04838	CDS	2544	elfC		COG3188	putative outer membrane usher protein ElfC
573.12862_04839	gene	1035				
573.12862_04839	CDS	1035				hypothetical protein
573.12862_04840	gene	366				
573.12862_04840	CDS	366				hypothetical protein
573.12862_04841	gene	369				
573.12862_04841	CDS	369				hypothetical protein
573.12862_04842	gene	1287	cvaA			
